Gov,District,GovPcode,District Pcode,NonDisplaced,IDPs,Returnees,Refugees,Migrants,TOTAL,Pop proportion NonDisplaced,Pop proportion IDPs,Pop proportion Returnees,Pop proportion Refugees,Pop proportion Migrants,# Surveys NonDisplaced,# Surveys NonDisplaced - Over,# Surveys IDPs,# Surveys IDPs - Over,# Surveys Returnees,# Surveys Returnees -Over,# Surveys Refugees,# Surveys Refugees - Over,# Surveys Migrants,# Surveys Migrants - Over
Hadramaut,Tarim,YE19,YE1911,153751,1680,,,,155884,0.10575394,0.095076401,0,0,0,23,23,20,20,0,0,0,0,NA,NA
Hadramaut,As Sawm,YE19,YE1912,19258,,,,,19258,0.013246154,0,0,0,0,3,12,0,0,0,0,0,0,NA,NA
Hadramaut,Ar Raydah Wa Qusayar,YE19,YE1913,65512,696,2832,,,69596,0.045060859,0.039388795,0.078666667,0,0,10,18,8,12,17,17,0,0,NA,NA
Hadramaut,Ad Dis,YE19,YE1914,35140,,528,,,36273,0.024170207,0,0.014666667,0,0,5,15,0,0,3,12,0,0,NA,NA
Hadramaut,Ash Shihr,YE19,YE1915,104145,222,8280,,,113781,0.071633642,0.012563667,0.23,0,0,16,16,3,12,50,50,0,0,NA,NA
Hadramaut,Ghayl Bin Yamin,YE19,YE1916,42312,,,,,42312,0.029103295,0,0,0,0,6,15,0,0,0,0,0,0,NA,NA
Hadramaut,Ghayl Ba Wazir,YE19,YE1917,74340,354,480,,,75457,0.051132987,0.020033956,0.013333333,0,0,11,11,4,12,3,12,0,0,NA,NA
Hadramaut,Daw'an,YE19,YE1918,66911,,,,,66911,0.046023127,0,0,0,0,10,18,0,0,0,0,0,0,NA,NA
Hadramaut,Wadi Al Ayn,YE19,YE1919,43089,,,,,43089,0.029637736,0,0,0,0,6,15,0,0,0,0,0,0,NA,NA
Hadramaut,Rakhyah,YE19,YE1920,13062,,,,,13062,0.008984384,0,0,0,0,2,12,0,0,0,0,0,0,NA,NA
Hadramaut,Amd,YE19,YE1921,30304,,,,,30304,0.02084388,0,0,0,0,5,12,0,0,0,0,0,0,NA,NA
Hadramaut,Adh Dhlia'ah,YE19,YE1922,27976,,,,,27976,0.019242621,0,0,0,0,4,12,0,0,0,0,0,0,NA,NA
Hadramaut,Yabuth,YE19,YE1923,15023,,,,,15023,0.01033321,0,0,0,0,2,12,0,0,0,0,0,0,NA,NA
Hadramaut,Hajr,YE19,YE1924,38872,,,,,39193,0.026737173,0,0,0,0,6,15,0,0,0,0,0,0,NA,NA
Hadramaut,Brom Mayfa,YE19,YE1925,12190,,14202,,,26392,0.008384599,0,0.3945,0,0,2,12,0,0,85,85,0,0,NA,NA
Hadramaut,Al Mukalla,YE19,YE1926,20927,1050,420,,,34153,0.014394135,0.05942275,0.011666667,0,0,3,12,13,13,3,12,0,0,NA,NA
Hadramaut,Al Mukalla City,YE19,YE1927,268404,4128,9258,702,,291694,0.184615258,0.233616299,0.257166667,0.072475738,0,40,40,50,50,55,55,15,15,NA,NA
Hadramaut,Huraidhah,YE19,YE1928,28552,,,,,28552,0.019638809,0,0,0,0,4,12,0,0,0,0,0,0,NA,NA
Dhamar,Al Hada,YE20,YE2001,218284,5622,,,,224130,0.111530823,0.030715269,0,0,0,24,24,7,18,0,0,0,0,NA,NA
Dhamar,Jahran,YE20,YE2002,130415,8484,,,,138899,0.066634716,0.046351537,0,0,0,14,14,10,18,0,0,0,0,NA,NA
Dhamar,Jabal Ash sharq,YE20,YE2003,93472,7092,,,,100564,0.047758925,0.038746476,0,0,0,10,10,8,18,0,0,0,0,NA,NA
Dhamar,Maghirib Ans,YE20,YE2004,79901,6108,,,,86009,0.040824908,0.033370484,0,0,0,9,18,7,18,0,0,0,0,NA,NA
Dhamar,Utmah,YE20,YE2005,193313,24882,24924,,,243119,0.098772049,0.135940471,0.738095238,0,0,21,21,29,29,159,159,0,0,NA,NA
Dhamar,Wusab Al Ali,YE20,YE2006,247777,27360,,,,275137,0.126600084,0.149478791,0,0,0,27,27,32,32,0,0,0,0,NA,NA
Dhamar,Wusab As Safil,YE20,YE2007,224811,38334,,,,263145,0.114865752,0.20943421,0,0,0,25,25,45,45,0,0,0,0,NA,NA
Dhamar,Dhamar City,YE20,YE2008,238369,47298,8172,222,,293839,0.121793126,0.258408182,0.242004264,1,0,26,26,56,56,52,52,116,116,NA,NA
Dhamar,Mayfa'at Anss,YE20,YE2009,92374,1866,,,,94240,0.047197908,0.010194716,0,0,0,10,10,2,15,0,0,0,0,NA,NA
Dhamar,Anss,YE20,YE2010,180592,3438,,,,184030,0.092272335,0.01878319,0,0,0,20,20,4,15,0,0,0,0,NA,NA
Dhamar,Dawran Aness,YE20,YE2011,182832,8622,672,,,192126,0.093416849,0.047105487,0.019900498,0,0,20,20,10,10,4,12,0,0,NA,NA
Dhamar,Al Manar,YE20,YE2012,75023,3930,,,,78953,0.038332525,0.021471186,0,0,0,8,18,5,15,0,0,0,0,NA,NA
Shabwah,Dhar,YE21,YE2101,12832,,450,,,13282,0.023122346,0,0.005579942,0,0,5,12,0,0,1,12,NA,NA,NA,NA
Shabwah,Al Talh,YE21,YE2102,12490,468,582,,,13540,0.022506086,0.026512576,0.007216725,0,0,5,12,6,12,2,12,NA,NA,NA,NA
Shabwah,Jardan,YE21,YE2103,22758,276,,,,23034,0.041008287,0.015635622,0,0,0,9,12,3,12,0,0,NA,NA,NA,NA
Shabwah,Arma,YE21,YE2104,14258,,,,,14258,0.025691895,0,0,0,0,6,12,0,0,0,0,NA,NA,NA,NA
Shabwah,Usaylan,YE21,YE2105,32802,2106,2196,,,37104,0.059106856,0.119306594,0.027230117,0,0,13,13,26,26,6,15,NA,NA,NA,NA
Shabwah,Ain,YE21,YE2106,30713,1446,240,,,32399,0.055342628,0.081917063,0.002975969,0,0,12,12,18,18,1,12,NA,NA,NA,NA
Shabwah,Bayhan,YE21,YE2107,59541,2310,3252,,,65103,0.10728862,0.130863358,0.040324381,0,0,23,23,28,28,9,18,NA,NA,NA,NA
Shabwah,Merkhah Al Ulya,YE21,YE2108,45032,438,,,,45470,0.081144441,0.024813052,0,0,0,18,18,5,12,0,0,NA,NA,NA,NA
Shabwah,Merkhah As Sufla,YE21,YE2109,56753,1260,,,,58013,0.102264844,0.071380014,0,0,0,22,22,15,15,0,0,NA,NA,NA,NA
Shabwah,Nisab,YE21,YE2110,52543,606,6468,,,59617,0.094678725,0.034330387,0.080202366,0,0,21,21,7,12,17,17,NA,NA,NA,NA
Shabwah,Hatib,YE21,YE2111,18574,222,,,,18796,0.033469019,0.012576479,0,0,0,7,12,3,12,0,0,NA,NA,NA,NA
Shabwah,As Said,YE21,YE2112,34125,654,14334,,,49113,0.061490807,0.037049626,0.177739752,0,0,13,13,8,12,38,38,NA,NA,NA,NA
Shabwah,Ataq,YE21,YE2113,9145,5304,38922,,,53959,0.016478635,0.300475867,0.482627781,0,0,4,12,64,64,104,104,NA,NA,NA,NA
Shabwah,Habban,YE21,YE2114,41280,906,,,,42186,0.074383605,0.051325629,0,0,0,16,16,11,11,0,0,NA,NA,NA,NA
Shabwah,Ar Rawdah,YE21,YE2115,38423,324,,,,38747,0.069235496,0.018354861,0,0,0,15,15,4,12,0,0,NA,NA,NA,NA
Shabwah,Mayfa'a,YE21,YE2116,48724,942,8016,,,58989,0.087797161,0.053365058,0.099397366,0,0,19,19,11,11,22,22,NA,NA,NA,NA
Shabwah,Rudum,YE21,YE2117,24968,390,6186,,,31544,0.044990549,0.022093814,0.076705602,0,0,10,12,5,12,17,17,NA,NA,NA,NA
Sa'ada,Baqim,YE22,YE2201,1878,,,,165,2255,0.002848255,0,0,0,0.010175763,1,12,0,0,0,0,0,0,2.2,12
Sa'ada,Qatabir,YE22,YE2202,26726,546,,,2000,29703,0.040533798,0.004292453,0,0,0.123342584,9,12,1,12,0,0,0,0,26.4,26
Sa'ada,Monabbih,YE22,YE2203,72700,,,,13250,86210,0.110259937,0,0,0,0.817144619,24,24,0,0,0,0,0,0,174.9,175
Sa'ada,Ghamr,YE22,YE2204,25794,,,,,25794,0.039120286,0,0,0,0,8,12,0,0,0,0,0,0,0,0
Sa'ada,Razih,YE22,YE2205,42219,1092,1404,,,44715,0.064031146,0.008584906,0.087903832,0,0,14,14,2,12,19,19,0,0,0,0
Sa'ada,Shada'a,YE22,YE2206,6094,,,,,6094,0.009242422,0,0,0,0,2,12,0,0,0,0,0,0,0,0
Sa'ada,Al Dhaher,YE22,YE2207,23693,,,,,23693,0.03593382,0,0,0,0,8,12,0,0,0,0,0,0,0,0
Sa'ada,Haydan,YE22,YE2208,35541,,,,,35541,0.053903005,0,0,0,0,12,12,0,0,0,0,0,0,0,0
Sa'ada,Saqayn,YE22,YE2209,37890,330,3786,,,42006,0.057465599,0.00259434,0.23703982,0,0,12,12,1,12,51,51,0,0,0,0
Sa'ada,Majz,YE22,YE2210,80533,8124,1842,,,90499,0.122139801,0.063867925,0.115326822,0,0,26,26,14,14,25,25,0,0,0,0
Sa'ada,Sahar,YE22,YE2211,190538,35466,3912,,,229916,0.288978101,0.278820755,0.244928625,0,0,62,62,60,60,52,52,0,0,0,0
Sa'ada,As Safra,YE22,YE2212,68733,18990,4074,,,91797,0.104243415,0.149292453,0.255071375,0,0,23,23,32,32,55,55,0,0,0,0
Sa'ada,Al Hashwah,YE22,YE2213,11062,3312,366,,,14740,0.016777104,0.026037736,0.022915101,0,0,4,12,6,15,5,12,0,0,0,0
Sa'ada,Kitaf wa Al Boqe'e,YE22,YE2214,30888,660,588,,,32136,0.046846065,0.005188679,0.036814425,0,0,10,FALSE,1,12,8,12,0,0,0,0
Sa'ada,Sa'adah,YE22,YE2215,5062,58680,,105,800,64542,0.007677246,0.461320755,0,1,0.049337034,2,12,100,100,0,0,76,76,10.6,11
Sana'a,Hamdan,YE23,YE2301,155412,4224,,,,160323,0.110190173,0.115334207,0,0,0,24,24,25,25,0,0,0,0,NA,NA
Sana'a,Arhab,YE23,YE2302,89302,1488,,,,91724,0.063316879,0.040629096,0,0,0,14,14,9,15,0,0,0,0,NA,NA
Sana'a,Nihm,YE23,YE2303,44782,,,,,44782,0.031751321,0,0,0,0,7,15,0,0,0,0,0,0,NA,NA
Sana'a,Bani Hushaysh,YE23,YE2304,88713,22212,,,,110925,0.062899267,0.606487549,0,0,0,14,14,130,130,0,0,0,0,NA,NA
Sana'a,Sanhan,YE23,YE2305,348421,4416,1446,528,,354527,0.247037361,0.120576671,0.509513742,1,0,53,53,26,26,103,103,159,159,NA,NA
Sana'a,Bilad Ar Rus,YE23,YE2306,38994,,,,,38994,0.027647515,0,0,0,0,6,15,0,0,0,0,0,0,NA,NA
Sana'a,Bani Matar,YE23,YE2307,124266,1548,504,,,126318,0.088107045,0.042267366,0.177589852,0,0,19,19,9,15,36,36,0,0,NA,NA
Sana'a,Al Haymah Ad Dakhiliyah,YE23,YE2308,105394,,,,,105394,0.074726425,0,0,0,0,16,16,0,0,0,0,0,0,NA,NA
Sana'a,Al Haymah Al Kharijiyah,YE23,YE2309,74503,,,,,74503,0.052824096,0,0,0,0,11,11,0,0,0,0,0,0,NA,NA
Sana'a,Manakhah,YE23,YE2310,100823,1332,,,,102155,0.071485496,0.036369594,0,0,0,15,15,8,15,0,0,0,0,NA,NA
Sana'a,Sa'fan,YE23,YE2311,42284,1170,,,,43454,0.02998019,0.031946265,0,0,0,7,15,7,12,0,0,0,0,NA,NA
Sana'a,Khwlan,YE23,YE2312,29704,,276,,,29980,0.021060722,0,0.097251586,0,0,5,12,0,0,20,20,0,0,NA,NA
Sana'a,Attyal,YE23,YE2313,45471,,612,,,46083,0.032239836,0,0.21564482,0,0,7,15,0,0,44,44,0,0,NA,NA
Sana'a,Bani Dhabyan,YE23,YE2314,20901,,,,,20901,0.014819221,0,0,0,0,3,12,0,0,0,0,0,0,NA,NA
Sana'a,Al Husn,YE23,YE2315,38116,,,,,38116,0.027024996,0,0,0,0,6,15,0,0,0,0,0,0,NA,NA
Sana'a,Jihanah,YE23,YE2316,63312,234,,,,63546,0.044889457,0.006389253,0,0,0,10,18,1,12,0,0,0,0,NA,NA
Aden,Dar Sad,YE24,YE2401,121344,12906,10416,51641,350,148409,0.186363392,0.220570139,0.036501262,0.966553118,0.411764706,40,40,48,48,8,20,209,209,72.5,73
Aden,Ash Shaikh Outhman,YE24,YE2402,167863,8124,,1202,500,176487,0.257808528,0.138843314,0,0.022497567,0.588235294,56,56,30,30,0,0,5,18,103.5,104
Aden,Al Mansura,YE24,YE2403,165834,2172,2562,207,,170982,0.254692335,0.037120591,0.008978133,0.003874373,0,55,55,8,15,2,15,1,12,0,0
Aden,Al Buraiqeh,YE24,YE2404,92133,23214,14946,108,,130810,0.141500349,0.39673913,0.052375946,0.002021412,0,31,31,86,86,11,11,0,12,0,0
Aden,Attawahi,YE24,YE2405,15856,3912,71676,,,92280,0.024352073,0.06685808,0.25117746,0,0,5,12,14,14,54,54,0,0,0,0
Aden,Al Mualla,YE24,YE2406,10798,1596,68238,101,,82519,0.01658386,0.027276456,0.239129521,0.001890395,0,4,12,6,15,52,52,0,10,0,0
Aden,Craiter,YE24,YE2407,42786,5148,81618,,,130931,0.065711894,0.087981952,0.286017662,0,0,14,14,19,19,62,62,0,0,0,0
Aden,Khur Maksar,YE24,YE2408,34501,1440,35904,169,,73654,0.052987567,0.024610336,0.125820017,0.003163135,0,11,11,5,15,27,27,1,12,0,0
Lahj,Al Had,YE25,YE2501,74630,2682,,,,77312,0.080927012,0.045486924,0,0,0,18,18,10,15,0,0,0,0,0,0
Lahj,Yafa'a,YE25,YE2502,104322,390,,,,104712,0.113124316,0.00661443,0,0,0,24,24,1,12,0,0,0,0,0,0
Lahj,Al Maflahy,YE25,YE2503,54437,1122,,,,55559,0.059030199,0.019029205,0,0,0,13,13,4,12,0,0,0,0,0,0
Lahj,Yahr,YE25,YE2504,52894,510,,,,53404,0.057357006,0.008649639,0,0,0,12,12,2,12,0,0,0,0,0,0
Lahj,Habil Jabr,YE25,YE2505,59245,246,,,,59491,0.064243881,0.004172179,0,0,0,14,14,1,12,0,0,0,0,0,0
Lahj,Halimayn,YE25,YE2506,39627,336,,,,39963,0.042970584,0.005698586,0,0,0,9,15,1,12,0,0,0,0,0,0
Lahj,Radfan,YE25,YE2507,61067,990,,,,62057,0.066219614,0.016790475,0,0,0,14,14,4,12,0,0,0,0,0,0
Lahj,Al Milah,YE25,YE2508,38954,714,426,,,40094,0.042240799,0.012109494,0.008836708,0,0,9,15,3,12,2,12,0,0,0,0
Lahj,Al Musaymir,YE25,YE2509,31145,894,5400,,,37439,0.033772903,0.015162308,0.112014603,0,0,7,15,3,12,24,24,0,0,0,0
Lahj,Al Qabbaytah,YE25,YE2510,106438,4878,2316,,,113632,0.115418857,0.082731251,0.048041819,0,0,25,25,18,18,10,10,0,0,0,0
Lahj,Tur Al Bahah,YE25,YE2511,60900,2934,,,,64075,0.066038524,0.049760863,0,0,0,14,14,11,11,0,0,0,0,0,0
Lahj,Al Maqatirah,YE25,YE2512,73682,9204,,,,82886,0.079899023,0.156100539,0,0,0,17,17,34,34,0,0,0,0,0,0
Lahj,Al Madaribah Wa Al Arah,YE25,YE2513,55128,7446,2880,8682,150,76398,0.059779503,0.126284726,0.059741122,1,1,13,13,27,27,13,13,212,212,95,95
Lahj,Al  Hawtah,YE25,YE2514,,1482,27496,,,29305,0,0.025134833,0.570361766,0,0,0,0,5,15,123,123,0,0,0,0
Lahj,Tuban,YE25,YE2515,109720,25134,9690,,,161245,0.11897778,0.42627455,0.201003983,0,0,26,26,92,92,43,43,0,0,0,0
Marib,Majzar,YE26,YE2601,1400,19440,5622,,,26462,0.006662225,0.112888053,0.514034927,0,0,1,12,24,24,110,110,NA,NA,0,0
Marib,Raghwan,YE26,YE2602,490,2358,,,,2848,0.002331779,0.013692903,0,0,0,1,10,3,15,0,0,NA,NA,0,0
Marib,Medghal,YE26,YE2603,848,,,,,848,0.004035405,0,0,0,0,1,12,0,0,0,0,NA,NA,0,0
Marib,Harib Al Qaramish,YE26,YE2604,3576,2934,,,,6510,0.017017227,0.017037734,0,0,0,4,12,4,15,0,0,NA,NA,0,0
Marib,Bidbadah,YE26,YE2605,25381,684,,,,26065,0.120781384,0.003971987,0,0,0,26,26,1,12,0,0,NA,NA,0,0
Marib,Sirwah,YE26,YE2606,,558,,,,558,0,0.003240305,0,0,0,0,0,1,12,0,0,NA,NA,0,0
Marib,Al Jubah,YE26,YE2607,30024,5220,,,,35244,0.142876178,0.030312533,0,0,0,31,31,7,18,0,0,NA,NA,0,0
Marib,Rahabah,YE26,YE2608,10811,5382,,,,16193,0.051446655,0.031253266,0,0,0,11,11,7,18,0,0,NA,NA,0,0
Marib,Harib,YE26,YE2609,47285,9036,390,,,56711,0.225016656,0.052472039,0.035658773,0,0,49,49,11,11,8,12,NA,NA,0,0
Marib,Mahliyah,YE26,YE2610,13306,11466,,,,24772,0.063319692,0.066583046,0,0,0,14,14,14,14,0,0,NA,NA,0,0
Marib,Al Abdiyah,YE26,YE2611,18436,2160,,,,20596,0.087731988,0.012543117,0,0,0,19,19,3,15,0,0,NA,NA,0,0
Marib,Marib City,YE26,YE2612,,75960,4925,,,81116,0,0.441099613,0.4503063,0,0,0,0,95,95,96,96,NA,NA,0,0
Marib,Marib,YE26,YE2613,43857,31644,,,4030,80111,0.208703721,0.183756664,0,0,1,45,45,40,40,0,0,NA,NA,206,206
Marib,Jabal Murad,YE26,YE2614,14726,5364,,,,20090,0.070077091,0.03114874,0,0,0,15,15,7,18,0,0,NA,NA,0,0
Al Mahwit,Shibam Kawkaban,YE27,YE2701,52253,2706,1140,,,56099,0.072362453,0.053102555,1,0,0,16,16,12,12,185,185,NA,NA,NA,NA
Al Mahwit,At Tawilah,YE27,YE2702,86310,1134,,,,87444,0.119526216,0.022253621,0,0,0,26,26,5,12,0,0,NA,NA,NA,NA
Al Mahwit,Ar Rujum,YE27,YE2703,110611,3126,,,,113737,0.153179403,0.061344637,0,0,0,33,33,13,13,0,0,NA,NA,NA,NA
Al Mahwit,Al Khabt,YE27,YE2704,94411,11250,,,,105661,0.130744868,0.220770046,0,0,0,28,28,48,48,0,0,NA,NA,NA,NA
Al Mahwit,Milhan,YE27,YE2705,132271,6654,,,,138925,0.183175207,0.130578123,0,0,0,40,40,28,28,0,0,NA,NA,NA,NA
Al Mahwit,Hufash,YE27,YE2706,55985,3096,,,,59081,0.077530706,0.060755917,0,0,0,17,17,13,13,0,0,NA,NA,NA,NA
Al Mahwit,Bani Sa'd,YE27,YE2707,87052,11334,,,,98386,0.120553773,0.222418462,0,0,0,26,26,48,48,0,0,NA,NA,NA,NA
Al Mahwit,Al Mahwait City,YE27,YE2708,29584,5016,,,,34600,0.040969338,0.098434004,0,0,0,9,12,21,21,0,0,NA,NA,NA,NA
Al Mahwit,Al Mahwait,YE27,YE2709,73624,6642,,,,80266,0.101958036,0.130342635,0,0,0,22,22,28,28,0,0,NA,NA,NA,NA
Al Maharah,Shahan,YE28,YE2801,5713,,,2107,,6137,0.044622703,0,0,1,0,10,12,0,0,0,0,199,199,NA,NA
Al Maharah,Hat,YE28,YE2802,5121,,,,,5121,0.03999875,0,0,0,0,9,12,0,0,0,0,0,0,NA,NA
Al Maharah,Hawf,YE28,YE2803,9152,,,,,9152,0.071483804,0,0,0,0,15,15,0,0,0,0,0,0,NA,NA
Al Maharah,Al Ghaydah,YE28,YE2804,33145,6408,,,,41626,0.258886658,0.768898488,0,0,0,56,56,163,163,0,0,0,0,NA,NA
Al Maharah,Man'ar,YE28,YE2805,9602,,,,,9602,0.074998633,0,0,0,0,16,16,0,0,0,0,0,0,NA,NA
Al Maharah,Al Masilah,YE28,YE2806,8504,,9666,,,18170,0.066422451,0,0.767874166,0,0,14,14,0,0,164,164,0,0,NA,NA
Al Maharah,Sayhut,YE28,YE2807,16165,384,2922,,,20049,0.126260457,0.046076314,0.232125834,0,0,27,27,10,12,50,50,0,0,NA,NA
Al Maharah,Qishn,YE28,YE2808,20203,1122,,,,21896,0.157800186,0.13462923,0,0,0,34,34,29,29,0,0,0,0,NA,NA
Al Maharah,Huswain,YE28,YE2809,20424,420,,,,22289,0.159526357,0.050395968,0,0,0,35,35,11,11,0,0,0,0,NA,NA
Amran,Harf Sufyan,YE29,YE2901,45977,10242,,,,56219,0.044542724,0.065912426,0,0,0,10,15,14,14,0,0,NA,NA,NA,NA
Amran,Huth,YE29,YE2902,26728,8190,,,,34918,0.025894207,0.052706773,0,0,0,6,12,11,11,0,0,NA,NA,NA,NA
Amran,Al Ashah,YE29,YE2903,53588,2484,,,,56072,0.051916295,0.01598579,0,0,0,11,11,4,15,0,0,NA,NA,NA,NA
Amran,Al Qaflah,YE29,YE2904,42155,5262,2016,,,49433,0.040839953,0.033863619,0.139476961,0,0,9,15,7,18,30,30,NA,NA,NA,NA
Amran,Shaharah,YE29,YE2905,52741,8028,,,,60769,0.051095718,0.051664221,0,0,0,11,11,11,11,0,0,NA,NA,NA,NA
Amran,Al Madan,YE29,YE2906,32686,3984,,,,36670,0.031666344,0.025639045,0,0,0,7,15,6,15,0,0,NA,NA,NA,NA
Amran,Suwayr,YE29,YE2907,25285,5316,,,,30601,0.024496222,0.034211136,0,0,0,5,12,7,18,0,0,NA,NA,NA,NA
Amran,Habur Zulaymah,YE29,YE2908,47573,3768,,,,51341,0.046088936,0.024248977,0,0,0,10,15,5,15,0,0,NA,NA,NA,NA
Amran,Dhi Bin,YE29,YE2909,38007,4740,,,,42747,0.036821352,0.030504286,0,0,0,8,15,7,18,0,0,NA,NA,NA,NA
Amran,Kharif,YE29,YE2910,55953,8022,,,,63975,0.054207518,0.051625608,0,0,0,12,12,11,11,0,0,NA,NA,NA,NA
Amran,Raydah,YE29,YE2911,56866,7830,,,,64696,0.055092036,0.050389992,0,0,0,12,12,11,11,0,0,NA,NA,NA,NA
Amran,Jabal Iyal Yazid,YE29,YE2912,102747,15762,216,,,118725,0.099541755,0.101436404,0.01494396,0,0,22,22,22,22,3,10,NA,NA,NA,NA
Amran,As Sudah,YE29,YE2913,39076,3060,,,,42136,0.037857004,0.01969264,0,0,0,8,15,4,15,0,0,NA,NA,NA,NA
Amran,As Sawd,YE29,YE2914,31703,1224,,,,32927,0.030714009,0.007877056,0,0,0,7,15,2,12,0,0,NA,NA,NA,NA
Amran,Amran,YE29,YE2915,91891,32628,12222,,,136741,0.089024414,0.209977604,0.845579078,0,0,19,19,45,45,181,181,NA,NA,NA,NA
Amran,Maswar,YE29,YE2916,46084,5748,,,,51832,0.044646386,0.036991273,0,0,0,10,15,8,18,0,0,NA,NA,NA,NA
Amran,Thula,YE29,YE2917,49486,3396,,,,52882,0.047942259,0.021854969,0,0,0,10,10,5,15,0,0,NA,NA,NA,NA
Amran,Iyal Surayh,YE29,YE2918,65127,6078,,,,71205,0.06309533,0.03911499,0,0,0,14,14,8,18,0,0,NA,NA,NA,NA
Amran,Khamir,YE29,YE2919,88607,15408,,,,104015,0.08584286,0.099158236,0,0,0,19,19,21,21,0,0,NA,NA,NA,NA
Amran,Bani Suraim,YE29,YE2920,39920,4218,,,,44138,0.038674675,0.027144953,0,0,0,8,15,6,15,0,0,NA,NA,NA,NA
Al Dhale'e,Juban,YE30,YE3001,67293,1896,,,,69189,0.095412222,0.062180244,0,0,0,21,21,13,13,0,0,NA,NA,NA,NA
Al Dhale'e,Damt,YE30,YE3002,83339,5232,5142,,,93713,0.118163244,0.17158599,0.161881375,0,0,26,26,37,37,35,35,NA,NA,NA,NA
Al Dhale'e,Qa'atabah,YE30,YE3003,139838,5220,3834,,,148892,0.198271058,0.171192444,0.120702682,0,0,43,43,37,37,26,26,NA,NA,NA,NA
Al Dhale'e,Ash Shu'ayb,YE30,YE3004,60965,762,,,,61727,0.086439988,0.024990161,0,0,0,19,19,5,12,0,0,NA,NA,NA,NA
Al Dhale'e,Al Hussein,YE30,YE3005,48801,2250,7146,,,58197,0.069193109,0.073789847,0.224971666,0,0,15,15,16,16,48,48,NA,NA,NA,NA
Al Dhale'e,Ad Dhale'e,YE30,YE3006,111808,4620,15642,,,132070,0.158528372,0.151515152,0.492444277,0,0,34,34,33,33,106,106,NA,NA,NA,NA
Al Dhale'e,Jahaf,YE30,YE3007,37287,2964,,,,40251,0.05286784,0.097205824,0,0,0,11,11,21,21,0,0,NA,NA,NA,NA
Al Dhale'e,Al Azariq,YE30,YE3008,57679,3558,,,,61237,0.081780892,0.116686344,0,0,0,18,18,25,25,0,0,NA,NA,NA,NA
Al Dhale'e,Al Husha,YE30,YE3009,98277,3990,,,,102267,0.139343274,0.130853994,0,0,0,30,30,28,28,0,0,NA,NA,NA,NA
Raymah,Bilad At Ta'am,YE31,YE3101,47240,5706,,,,52946,0.07952862,0.108178819,0,0,0,17,17,23,23,NA,NA,NA,NA,NA,NA
Raymah,As Salafiyah,YE31,YE3102,108905,6678,,,,115583,0.183341751,0.126606757,0,0,0,40,40,27,27,NA,NA,NA,NA,NA,NA
Raymah,Al Jabin,YE31,YE3103,122824,13518,,,,136342,0.206774411,0.256284837,0,0,0,45,45,55,55,NA,NA,NA,NA,NA,NA
Raymah,Mazhar,YE31,YE3104,112106,8274,,,,120380,0.18873064,0.156864976,0,0,0,41,41,34,34,NA,NA,NA,NA,NA,NA
Raymah,Kusmah,YE31,YE3105,105759,1506,,,,107265,0.178045455,0.028551928,0,0,0,39,39,6,15,NA,NA,NA,NA,NA,NA
Raymah,Al Jafariyah,YE31,YE3106,97166,17064,,,,114230,0.163579125,0.323512683,0,0,0,35,35,70,70,NA,NA,NA,NA,NA,NA
Socotra,Hidaybu,YE32,YE3201,47392,,2466,,,49858,0.783481294,#DIV/0!,0.798058252,0,0,169,169,NA,NA,163,163,NA,NA,NA,NA
Socotra,Qulensya Wa Abd Al Kuri,YE32,YE3202,13097,,624,,,13721,0.216518706,#DIV/0!,0.201941748,0,0,47,47,NA,NA,41,41,NA,NA,NA,NA
,,,,,,,,,,,,,,,4752,6092,4524,6204,4450,4690,1988,2109,1168,1178
